state,year,value
Kerala,2022-23,543670.0
Ladakh,2022-23,640.0
Madhya Pradesh,2022-23,1795436.0
Maharashtra,2022-23,7367735.0
Manipur,2022-23,1579.0
Meghalaya,2022-23,85938.0
Mizoram,2022-23,-433.0
Nagaland,2022-23,774.0
Odisha,2022-23,3818043.0
Puducherry,2022-23,140708.0
Punjab,2022-23,1952612.0
Kerala,2023-24,481450.0
Ladakh,2023-24,580.0
Madhya Pradesh,2023-24,2405722.0
Maharashtra,2023-24,10065848.0
Manipur,2023-24,1821.0
Meghalaya,2023-24,148520.0
Mizoram,2023-24,32.0
Nagaland,2023-24,836.0
Odisha,2023-24,4710863.0
Puducherry,2023-24,139988.0
Punjab,2023-24,1276467.0
Rajasthan,2004-05,220383.0
Sikkim,2004-05,
Tamil Nadu,2004-05,987642.0
Telangana,2004-05,
Tripura,2004-05,1239.0
Uttar Pradesh,2004-05,513637.0
Uttarakhand,2004-05,77726.0
West Bengal,2004-05,222129.0
Lakshadweep,2004-05,
Rajasthan,2005-06,236788.0
Sikkim,2005-06,
Tamil Nadu,2005-06,1341953.0
Telangana,2005-06,
Tripura,2005-06,6030.0
Uttar Pradesh,2005-06,913831.0
Uttarakhand,2005-06,157092.0
West Bengal,2005-06,293967.0
Lakshadweep,2005-06,
Rajasthan,2006-07,476255.0
Sikkim,2006-07,
Tamil Nadu,2006-07,1691540.0
Telangana,2006-07,
Tripura,2006-07,11552.0
Uttar Pradesh,2006-07,981016.0
Uttarakhand,2006-07,449566.0
West Bengal,2006-07,403372.0
Lakshadweep,2006-07,
Rajasthan,2007-08,447004.0
Sikkim,2007-08,
Tamil Nadu,2007-08,2110758.0
Telangana,2007-08,
Tripura,2007-08,4060.0
Uttar Pradesh,2007-08,1303665.0
Uttarakhand,2007-08,441121.0
West Bengal,2007-08,632458.0
Lakshadweep,2007-08,
Rajasthan,2008-09,1077436.0
Sikkim,2008-09,
Tamil Nadu,2008-09,2007259.0
Telangana,2008-09,
Tripura,2008-09,21025.0
Uttar Pradesh,2008-09,1092533.0
Uttarakhand,2008-09,673613.0
West Bengal,2008-09,486206.0
Lakshadweep,2008-09,
Rajasthan,2009-10,677090.0
Sikkim,2009-10,22548.0
Tamil Nadu,2009-10,2742803.0
Telangana,2009-10,
Tripura,2009-10,21211.0
Uttar Pradesh,2009-10,854788.0
Uttarakhand,2009-10,1040795.0
West Bengal,2009-10,1817587.0
Lakshadweep,2009-10,
Rajasthan,2010-11,949294.0
Sikkim,2010-11,13522.0
Tamil Nadu,2010-11,2305363.0
Telangana,2010-11,
Tripura,2010-11,4987.0
Uttar Pradesh,2010-11,1216996.0
Uttarakhand,2010-11,669409.0
West Bengal,2010-11,916511.0
Lakshadweep,2010-11,
Rajasthan,2011-12,1227138.0
Sikkim,2011-12,15300.0
Tamil Nadu,2011-12,2989866.0
Telangana,2011-12,
Tripura,2011-12,2785.0
Uttar Pradesh,2011-12,1812262.0
Uttarakhand,2011-12,1015110.0
West Bengal,2011-12,926607.0
Lakshadweep,2011-12,
Rajasthan,2012-13,1229130.0
Sikkim,2012-13,10320.0
Tamil Nadu,2012-13,3170411.0
Telangana,2012-13,780671.0
Tripura,2012-13,1773.0
Uttar Pradesh,2012-13,2393767.0
Uttarakhand,2012-13,641843.0
West Bengal,2012-13,1115878.0
Lakshadweep,2012-13,
Rajasthan,2013-14,1176942.0
Sikkim,2013-14,10412.0
Tamil Nadu,2013-14,3409081.0
Telangana,2013-14,664178.0
Tripura,2013-14,4221.0
Uttar Pradesh,2013-14,1402191.0
Uttarakhand,2013-14,555210.0
West Bengal,2013-14,934224.0
Lakshadweep,2013-14,
Rajasthan,2014-15,1050554.0
Sikkim,2014-15,7963.0
Tamil Nadu,2014-15,1328090.0
Telangana,2014-15,669686.0
Tripura,2014-15,4537.0
Uttar Pradesh,2014-15,1469569.0
Uttarakhand,2014-15,286513.0
West Bengal,2014-15,696020.0
Lakshadweep,2014-15,
Rajasthan,2015-16,1113861.0
Sikkim,2015-16,22305.0
Tamil Nadu,2015-16,3833378.0
Telangana,2015-16,2117453.0
Tripura,2015-16,4391.0
Uttar Pradesh,2015-16,1612711.0
Uttarakhand,2015-16,715465.0
West Bengal,2015-16,782415.0
Lakshadweep,2015-16,
Rajasthan,2016-17,1215571.0
Sikkim,2016-17,134069.0
Tamil Nadu,2016-17,3702782.0
Telangana,2016-17,993043.0
Tripura,2016-17,2880.0
Uttar Pradesh,2016-17,1553185.0
Uttarakhand,2016-17,622359.0
West Bengal,2016-17,1158168.0
Lakshadweep,2016-17,
Rajasthan,2017-18,1432726.0
Sikkim,2017-18,64377.0
Tamil Nadu,2017-18,3177538.0
Telangana,2017-18,1305245.0
Tripura,2017-18,3648.0
Uttar Pradesh,2017-18,1456168.0
Uttarakhand,2017-18,507529.0
West Bengal,2017-18,1343104.0
Lakshadweep,2017-18,
Rajasthan,2018-19,1376804.0
Sikkim,2018-19,23203.0
Tamil Nadu,2018-19,3316174.0
Telangana,2018-19,1366208.0
Tripura,2018-19,4000.0
Uttar Pradesh,2018-19,1767906.0
Uttarakhand,2018-19,481720.0
West Bengal,2018-19,1076847.0
Lakshadweep,2018-19,
Rajasthan,2019-20,1570086.0
Sikkim,2019-20,23179.0
Tamil Nadu,2019-20,4593664.0
Telangana,2019-20,1200080.0
Tripura,2019-20,5843.0
Uttar Pradesh,2019-20,2028308.0
Uttarakhand,2019-20,579940.0
West Bengal,2019-20,1243400.0
Lakshadweep,2019-20,
Rajasthan,2020-21,1309093.0
Sikkim,2020-21,10957.0
Tamil Nadu,2020-21,3397817.0
Telangana,2020-21,1247212.0
Tripura,2020-21,1434.0
Uttar Pradesh,2020-21,2021437.0
Uttarakhand,2020-21,454589.0
